121.72 0.00
58.28 0.00
-121.72 0.00
-58.28 0.00
-90.00 58.28
90.00 58.28
-90.00 -58.28
90.00 -58.28
0.00 -31.72
0.00 31.72
180.00 -31.72
180.00 31.72
148.28 18.00
148.28 54.00
110.91 30.00
69.09 30.00
90.00 0.00
69.09 -30.00
110.91 -30.00
148.28 -54.00
148.28 -18.00
180.00 0.00
31.72 54.00
31.72 18.00
-148.28 54.00
0.00 90.00
-148.28 -18.00
-148.28 18.00
0.00 -90.00
-148.28 -54.00
31.72 -18.00
31.72 -54.00
-31.72 18.00
-31.72 54.00
-69.09 30.00
-110.91 30.00
-90.00 0.00
-110.91 -30.00
-69.09 -30.00
-31.72 -54.00
-31.72 -18.00
0.00 0.00
134.66 9.24
130.50 25.17
116.70 15.06
163.23 25.71
167.11 43.93
148.28 36.00
120.92 59.62
103.04 44.59
125.89 43.49
99.69 15.24
105.86 0.00
76.96 44.59
90.00 31.72
63.30 15.06
74.14 0.00
80.31 15.24
99.69 -15.24
116.70 -15.06
63.30 -15.06
80.31 -15.24
76.96 -44.59
103.04 -44.59
90.00 -31.72
130.50 -25.17
134.66 -9.24
120.92 -59.62
125.89 -43.49
167.11 -43.93
163.23 -25.71
148.28 -36.00
148.28 0.00
180.00 -15.86
164.55 -9.35
180.00 15.86
164.55 9.35
49.50 25.17
45.34 9.24
59.08 59.62
54.11 43.49
12.89 43.93
16.77 25.71
31.72 36.00
148.28 72.00
90.00 74.14
-167.11 43.93
180.00 58.28
-120.92 59.62
-90.00 74.14
-148.28 72.00
-164.55 9.35
-163.23 25.71
-163.23 -25.71
-164.55 -9.35
-134.66 -9.24
-134.66 9.24
-148.28 0.00
180.00 -58.28
-167.11 -43.93
90.00 -74.14
148.28 -72.00
-90.00 -74.14
-120.92 -59.62
-148.28 -72.00
54.11 -43.49
59.08 -59.62
45.34 -9.24
49.50 -25.17
16.77 -25.71
12.89 -43.93
31.72 -36.00
-45.34 9.24
-49.50 25.17
-63.30 15.06
-16.77 25.71
-12.89 43.93
-31.72 36.00
-59.08 59.62
-76.96 44.59
-54.11 43.49
-80.31 15.24
-74.14 0.00
-103.04 44.59
-90.00 31.72
-116.70 15.06
-105.86 0.00
-99.69 15.24
-80.31 -15.24
-63.30 -15.06
-116.70 -15.06
-99.69 -15.24
-103.04 -44.59
-76.96 -44.59
-90.00 -31.72
-49.50 -25.17
-45.34 -9.24
-59.08 -59.62
-54.11 -43.49
-12.89 -43.93
-16.77 -25.71
-31.72 -36.00
-31.72 0.00
0.00 -15.86
-15.45 -9.35
0.00 15.86
-15.45 9.35
31.72 72.00
-31.72 72.00
0.00 58.28
-130.50 25.17
-125.89 43.49
-148.28 36.00
-125.89 -43.49
-130.50 -25.17
-148.28 -36.00
0.00 -58.28
-31.72 -72.00
31.72 -72.00
15.45 9.35
15.45 -9.35
31.72 0.00
128.15 4.65
125.78 12.30
119.25 7.54
141.34 13.71
139.61 21.82
132.67 17.22
120.92 27.93
113.96 22.56
123.38 20.25
155.56 22.03
156.16 31.07
148.28 27.00
171.37 28.98
174.09 38.00
164.96 34.84
158.66 49.35
148.28 45.00
157.15 40.35
135.65 57.56
123.85 51.58
135.90 49.28
105.15 59.87
97.50 51.61
110.45 52.43
107.35 37.36
117.73 36.98
114.57 44.61
138.89 30.89
137.70 40.28
128.45 34.35
111.18 7.57
113.79 0.00
105.00 22.72
108.20 15.31
94.76 7.65
97.93 0.00
102.83 7.63
95.94 38.33
100.55 31.28
82.50 51.61
90.00 45.34
72.65 37.36
79.45 31.28
84.06 38.33
66.04 22.56
71.80 15.31
75.00 22.72
60.75 7.54
66.21 0.00
68.82 7.57
82.07 0.00
85.24 7.65
77.17 7.63
95.15 23.55
84.85 23.55
90.00 15.45
111.18 -7.57
119.25 -7.54
94.76 -7.65
102.83 -7.63
105.00 -22.72
113.96 -22.56
108.20 -15.31
77.17 -7.63
85.24 -7.65
60.75 -7.54
68.82 -7.57
66.04 -22.56
75.00 -22.72
71.80 -15.31
72.65 -37.36
84.06 -38.33
79.45 -31.28
82.50 -51.61
97.50 -51.61
90.00 -45.34
107.35 -37.36
100.55 -31.28
95.94 -38.33
90.00 -15.45
84.85 -23.55
95.15 -23.55
125.78 -12.30
128.15 -4.65
120.92 -27.93
123.38 -20.25
139.61 -21.82
141.34 -13.71
132.67 -17.22
114.57 -44.61
117.73 -36.98
105.15 -59.87
110.45 -52.43
135.65 -57.56
135.90 -49.28
123.85 -51.58
158.66 -49.35
157.15 -40.35
148.28 -45.00
174.09 -38.00
171.37 -28.98
164.96 -34.84
155.56 -22.03
148.28 -27.00
156.16 -31.07
128.45 -34.35
137.70 -40.28
138.89 -30.89
134.66 0.00
148.28 -9.00
141.52 -4.65
148.28 9.00
141.52 4.65
163.92 -17.53
156.57 -13.81
180.00 -23.79
171.89 -20.99
180.00 -7.93
172.33 -4.72
172.18 -12.72
180.00 7.93
172.18 12.72
172.33 4.72
180.00 23.79
171.89 20.99
156.57 13.81
163.92 17.53
156.36 -4.72
164.55 0.00
156.36 4.72
54.22 12.30
51.85 4.65
59.08 27.93
56.62 20.25
40.39 21.82
38.66 13.71
47.33 17.22
65.43 44.61
62.27 36.98
74.85 59.87
69.55 52.43
44.35 57.56
44.10 49.28
56.15 51.58
21.34 49.35
22.85 40.35
31.72 45.00
5.91 38.00
8.63 28.98
15.04 34.84
24.44 22.03
31.72 27.00
23.84 31.07
51.55 34.35
42.30 40.28
41.11 30.89
110.18 67.56
90.00 66.21
148.28 63.00
131.24 66.38
148.28 81.00
90.00 82.07
121.10 75.10
172.55 51.28
163.23 57.16
-174.09 38.00
180.00 44.66
-158.66 49.35
-163.23 57.16
-172.55 51.28
-135.65 57.56
-131.24 66.38
-148.28 63.00
-105.15 59.87
-90.00 66.21
-110.18 67.56
-90.00 82.07
-148.28 81.00
-121.10 75.10
168.36 65.92
-168.36 65.92
180.00 74.55
-171.89 20.99
-171.37 28.98
-172.33 4.72
-172.18 12.72
-156.57 13.81
-155.56 22.03
-163.92 17.53
-172.18 -12.72
-172.33 -4.72
-171.37 -28.98
-171.89 -20.99
-155.56 -22.03
-156.57 -13.81
-163.92 -17.53
-141.34 -13.71
-141.52 -4.65
-148.28 -9.00
-128.15 -4.65
-128.15 4.65
-134.66 0.00
-141.34 13.71
-148.28 9.00
-141.52 4.65
-164.55 0.00
-156.36 -4.72
-156.36 4.72
180.00 -44.66
-174.09 -38.00
163.23 -57.16
172.55 -51.28
-163.23 -57.16
-158.66 -49.35
-172.55 -51.28
131.24 -66.38
148.28 -63.00
90.00 -66.21
110.18 -67.56
90.00 -82.07
148.28 -81.00
121.10 -75.10
-90.00 -82.07
-121.10 -75.10
-148.28 -81.00
-90.00 -66.21
-105.15 -59.87
-110.18 -67.56
-135.65 -57.56
-148.28 -63.00
-131.24 -66.38
168.36 -65.92
180.00 -74.55
-168.36 -65.92
69.55 -52.43
74.85 -59.87
62.27 -36.98
65.43 -44.61
44.10 -49.28
44.35 -57.56
56.15 -51.58
56.62 -20.25
59.08 -27.93
51.85 -4.65
54.22 -12.30
38.66 -13.71
40.39 -21.82
47.33 -17.22
24.44 -22.03
23.84 -31.07
31.72 -27.00
8.63 -28.98
5.91 -38.00
